Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-063290,2016-12,01/01/1900 00:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3836,NATURAL BRIDGE AVE,59,BEAUMONT HIGH SCHOOL,@BEAUMONT HIGH SCHOOL,3836,NATURAL BRIDGE,899611.2,1030255
16-063290,2016-12,01/01/1900 00:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3836,NATURAL BRIDGE AVE,59,BEAUMONT HIGH SCHOOL,@BEAUMONT HIGH SCHOOL,3836,NATURAL BRIDGE,899611.2,1030255
16-062855,2016-12,01/01/1998 12:43,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,7826,RIO SILVA PL,1, , ,7826,RIO SILVA,886093.3,990152.9
16-001948,2016-12,01/12/2016 14:30, , , ,-1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3640,ARKANSAS,19, , ,3640,ARKANSAS,0,0
16-002006,2016-12,01/13/2016 11:31, , , ,-1, ,209999,2,FAMILY & CHILD CRIME-OTHR UNSPEC FAM/CHILD OFF,5945,CRANE,8, , ,5945,CRANE,0,0
16-063989,2016-12,01/16/2016 01:37,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,291,N JEFFERSON AVE,36, , ,1915,OLIVE,901826.8,1019515
16-064183,2016-12,01/19/2011 00:01,Y, , ,1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,2700,MERAMEC ST,16, ,MERAMEC ELEMENTARY SCHOOL,2700,MERAMEC,0,0
16-003865,2016-12,01/24/2016 16:30,Y, , ,1, ,183130,4,DRUGS-SALE/HEROIN,1915,OLIVE ST,36, , ,1915,OLIVE,903703.7,1019090
16-003941,2016-12,01/25/2016 06:30, , , ,-1, , 51130,3,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,2825,PENNSYLVANIA,25, ,: #1124302,2825,PENNSYLVANIA,0,0
16-061596,2016-12,02/07/2015 22:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3100,TEXAS AVE,30, , ,3100,TEXAS,0,0
16-062677,2016-12,02/08/2016 00:01,Y, , ,1, ,263141,6,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,4014,UNION BLVD,70, ,NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
16-006318,2016-12,02/08/2016 13:55,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,1740,N BROADWAY,64, ,OFF RAMP TO STAN MUSIAL BRIDGE, , ,909904.3,1023256
16-063546,2016-12,02/22/2015 10:00,Y, , ,1, , 43015,5,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4954,WEST PINE BLVD,38, , ,4954,WEST PINE,887603.6,1022614
16-008690,2016-12,02/23/2016 13:00, , , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5814,ROOSEVELT,50, , ,5814,ROOSEVELT,0,0
16-008690,2016-12,02/23/2016 13:00, , , ,-1, , 41016,5,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,5814,ROOSEVELT,50, , ,5814,ROOSEVELT,0,0
16-012350,2016-12,03/07/2016 07:30,Y, , ,1, ,171300,6,SEX OFFNS-STATUATORY RAPE/SECOND,4100,RUSH PL,68, ,RESIDENCE,4100,RUSH,0,0
16-054832,2016-12,03/09/2016 12:00,Y, , ,1, , 44022,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 2ND DEGRE",1225,WARREN ST,63, , ,1225,WARREN,907474.6,1025927
16-055721,2016-12,03/15/2016 15:00,Y, , ,1, ,183130,3,DRUGS-SALE/HEROIN,3900,MINNESOTA AVE,16, , ,1915,OLIVE,895622.1,1002222
16-061942,2016-12,04/01/2016 10:12,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4621,CHIPPEWA ST,15,PETSMART, ,4621,CHIPPEWA,885987.4,1004143
16-015590,2016-12,04/01/2016 12:52,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,4114,FARLIN AVE,68, ,ON STREET,1915,OLIVE,898018.8,1032713
16-062821,2016-12,04/18/2011 00:01,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4568,RUSKIN AVE,71, , ,4568,RUSKIN,892457.1,1039541
15-019672,2016-12,04/23/2015 18:00, , , ,-1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3834,COMPTON,16, , ,3834,COMPTON,0,0
16-019825,2016-12,04/27/2016 09:00,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,1915,OLIVE ST,36, ,STREET,1915,OLIVE,903703.7,1019090
16-064691,2016-12,05/01/2016 18:00,Y, , ,1, , 91123,1,SIMPLE ASSAULT-CHILD/NO INJURY,5345,QUINCY ST,6, , ,4350,ITASKA,879813.6,997507.4
13-020404,2016-12,05/02/2013 00:01, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5360,WELLS AVE,78, , ,5360,WELLS,885590.7,1031160
16-021534,2016-12,05/06/2016 12:20,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1110,ALLEN AVE,21, , ,1110,ALLEN,903472.3,1010502
16-063308,2016-12,05/18/2015 00:01,Y, , ,1, ,171300,6,SEX OFFNS-STATUATORY RAPE/SECOND,4200,W NATURAL BRIDGE AVE,68,JAMEELS DEALS AND WHEELS, ,4200,NATURAL BRIDGE,0,0
16-024059,2016-12,05/20/2016 08:32,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,516,LOUGHBOROUGH,1,BLOW MIDDLE SCHOOL,BLOW PUBLIC SCHOOL, ,FOREST PARK,0,0
16-024059,2016-12,05/20/2016 08:32, , , ,-1, ,262100,1,PORNAGRAPHY-PROMOTING,516,LOUGHBOROUGH,1,BLOW MIDDLE SCHOOL,BLOW PUBLIC SCHOOL, ,FOREST PARK,0,0
15-025655,2016-12,05/22/2015 08:00, , , ,-1, , 51330,3,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,3413,JUNIATA,25, , ,3413,JUNIATA,0,0
16-040364,2016-12,05/30/2016 08:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1386,BLACKSTONE AVE,78, ,RESIDENCE,1386,BLACKSTONE,883137.1,1032136
16-065043,2016-12,06/01/2014 15:21,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,1216,S VANDEVENTER AVE,28, , ,1216,VANDEVENTER,891671.9,1017049
16-065200,2016-12,06/01/2016 08:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2433,FALL AVE,59, , ,2433,FALL,898925.4,1026618
16-026730,2016-12,06/03/2016 14:00,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5800,MAFFITT AVE,50, , ,5800,MAFFITT,884230.8,1035616
16-028744,2016-12,06/14/2016 12:41,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4660,TENNESSEE AVE,16, , ,4660,TENNESSEE,892448.6,998165.3
16-029111,2016-12,06/16/2016 08:00, , , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",410,EUCLID,38,CENTRAL WEST END, ,410,EUCLID,0,0
