Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-046006,2016-09,01/01/2013 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4535,DAVISON AVE,72, , ,4535,DAVISON,889865.5,1040728
16-046138,2016-09,01/01/2016 12:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2022,SIDNEY ST,22, , ,2022,SIDNEY,900639.9,1008758
16-022225,2016-09,01/01/2016 12:39, , , ,-1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4529,HOLLY,68, , ,4529,HOLLY,0,0
16-000326,2016-09,01/02/2016 23:15, , , ,1, , 44016,6,ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC,4516,ADELAIDE,68, , ,4516,ADELAIDE,0,0
16-000326,2016-09,01/02/2016 23:15, , , ,-1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4516,ADELAIDE,68, , ,4516,ADELAIDE,0,0
16-003289,2016-09,01/20/2016 05:00, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,848,GUSTAV,74, , ,848,GUSTAV,0,0
16-048847,2016-09,02/01/2016 12:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6451,DALE AVE,42, , ,6451,DALE,878606.2,1015502
16-047565,2016-09,02/01/2016 12:47,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1820,MARKET ST,36, ,@HOTEL - UNION STATION DOUBLETREE,1820,MARKET,903731.7,1018016
16-044898,2016-09,02/02/2016 16:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4550,FOREST PARK AVE,38, ,@HOTEL- PARKWAY HOTEL,4550,FOREST PARK,888974.3,1021449
16-046406,2016-09,02/27/2015 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4847,FARLIN AVE,69, , ,5119,TERRY,893415.4,1035403
16-045059,2016-09,03/01/2016 00:01,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,3600,HYDRAULIC AVE,15, , ,3600,HYDRAULIC,0,0
16-045653,2016-09,03/01/2016 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,6135,ALASKA AVE,1, , ,6135,ALASKA,890149.6,993933.1
16-046210,2016-09,03/12/2016 22:30,Y, , ,1, , 42014,6,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,4414,FARLIN AVE,69, , ,4414,FARLIN,895859.6,1033909
16-047675,2016-09,03/20/2016 16:15,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 11TH ST / OLIVE ST,35, , , , ,907171.6,1018176
16-045244,2016-09,03/21/2016 18:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,6027,W FLORISSANT AVE,73, , ,6027,FLORISSANT,891087.3,1047392
16-014904,2016-09,03/31/2016 11:38, , , ,1, , 42203,5,AGG.ASSAULT-KNIFE/POLICE OFFICER 3RD DEGREE,4970,MCPHERSON,38, , , , ,0,0
16-044713,2016-09,04/01/2015 00:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5000,EMERSON AVE,71, , ,5000,EMERSON,0,0
