Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
16-009760,2016-04,01/01/2008 00:01,Y, , ,1, ,179210,2,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,5600,FYLER,14, , ,5600,FYLER,0,0
16-015082,2016-04,01/01/2013 12:00,Y, , ,1, ,179210,2,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,4000,DE TONTY ST,27, , ,4000,DE TONTY,0,0
16-016513,2016-04,01/01/2015 00:01,Y, , ,1, , 21000,0,RAPE -- FORCIBLE,0,UNKNOWN,0, , ,1900,OLIVE,0,0
16-017531,2016-04,01/01/2016 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1400,MADISON ST,63, , ,1400,MADISON,0,0
16-017457,2016-04,01/01/2016 12:00,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,8200,S BROADWAY,2, , ,8200,BROADWAY,888035.9,986508.1
16-018358,2016-04,01/01/2016 15:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",3315,MERAMEC ST,16, , ,3315,MERAMEC,894090.1,1000451
16-017038,2016-04,01/05/2009 14:03,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,6432,GRAVOIS AVE,4,CONCORDIA TURNER,CONCORDIA TURNER,6432,GRAVOIS,882792.4,997449.1
16-018928,2016-04,01/09/2016 15:23,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,3763,FOREST PARK AVE,37,HABITAT FOR HUMANITY, ,3763,FOREST PARK,894502.8,1020087
16-015967,2016-04,01/12/2016 07:42,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5041,LOTUS AVE,52, , ,5041,LOTUS,888624.3,1031877
16-001948,2016-04,01/12/2016 14:30, , , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3640,ARKANSAS,19, , ,3640,ARKANSAS,0,0
16-001948,2016-04,01/12/2016 14:30, , , ,-1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3640,ARKANSAS,19, , ,3640,ARKANSAS,0,0
16-018771,2016-04,01/15/2016 09:00,Y, , ,1, ,185000,1,DRUGS-OBTAIN BY FRAUD/FORGERY,7450,HAMPTON AVE,6, ,@SCHNUCKS - HAMPTON AND GRAVOIS,7450,HAMPTON,879164.2,994830.9
16-017242,2016-04,01/15/2016 15:17,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3445,NEBRASKA AVE,19, , ,3445,NEBRASKA,896550.2,1004814
16-012584,2016-04,01/16/2014 00:01,Y, , ,1, ,175500,6,SEX OFFNS-SX MISCONDUCT/FIRST,3900,LABADIE AVE,56, , ,1000,DILLON,0,0
16-018548,2016-04,01/17/2016 10:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3965,MERAMEC ST,16, , ,3965,MERAMEC,890774.9,1002238
16-016699,2016-04,01/19/2016 14:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4210,MINNESOTA AVE,17, , , , ,895674,999878.2
16-015414,2016-04,01/24/2016 10:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,785,N EUCLID AVE,53, , ,785,EUCLID,888592.4,1027078
16-003886,2016-04,01/24/2016 18:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, ,6TH PINE,35, , , , ,0,0
16-015574,2016-04,01/26/2016 11:55,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3865,GRAVOIS AVE,15,@SHOP N SAVE, ,3865,GRAVOIS,891583.8,1004871
16-016216,2016-04,01/27/2016 15:05,Y, , ,1, ,121000,2,EMBEZZLEMENT-VALUE OVER $150,3160,S KINGSHIGHWAY BLVD,15, , ,3160,KINGSHIGHWAY,886109,1008775
16-017098,2016-04,01/27/2016 20:00,Y, , ,1, , 43015,1,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,5021,ULENA AVE,5, , ,5021,ULENA,889392.3,998649.9
16-018555,2016-04,02/01/2016 00:01,Y, , ,1, ,179210,1,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,7300,VIRGINIA AVE,2, , ,7300,VIRGINIA,0,0
16-016871,2016-04,02/02/2016 12:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,621,WALSH ST,16, , ,621,WALSH,892789.2,996075.6
16-018560,2016-04,02/03/2016 13:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4219,E ALDINE AVE,57, , ,4219,ALDINE,894998.4,1027278
16-016211,2016-04,02/04/2016 09:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,1112,TAMM AVE,42, , ,1112,TAMM,879514,1018144
16-020196,2016-04,02/04/2016 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2600,N 14TH ST,63, , ,2600,14TH,906818.4,1025678
16-018709,2016-04,02/05/2016 07:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4232,SHREVE AVE,69, , ,4232,SHREVE,894152.9,1036488
16-016364,2016-04,02/08/2016 08:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2348,S 12TH ST,21, ,MULTIFAMILY,2348,12TH,902831,1008987
16-017241,2016-04,02/09/2016 08:00,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,1018,N 11TH ST,35, , ,1018,11TH,907715.5,1020228
16-015792,2016-04,02/09/2016 12:33,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,7339,GRAVOIS AVE,2, ,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
16-010478,2016-04,02/10/2016 23:22, , , ,-1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,8879,BROADWAY,74, , ,4014,UNION,0,0
16-015860,2016-04,02/12/2016 00:10,Y, , ,1, ,101000,5,FORGERY,4351,DELMAR BLVD,58, , ,4351,DELMAR,891827.6,1025156
16-017410,2016-04,02/13/2016 14:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5302,MAPLE AVE,49, , ,5302,MAPLE,885118.9,1029008
16-015965,2016-04,02/15/2016 08:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4570,LACLEDE AVE,38, , ,4570,LACLEDE,888330.6,1021910
16-017024,2016-04,02/17/2016 13:17,Y, , ,1, ,142310,6,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
16-018177,2016-04,02/17/2016 18:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1481,SHAWMUT PL,78, , ,1481,SHAWMUT,883313.3,1033279
16-017058,2016-04,02/19/2016 10:30,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5750,NATURAL BRIDGE AVE,50,MOBILE GAS STATION, ,5750,NATURAL BRIDGE,885556.4,1038533
16-017411,2016-04,02/19/2016 19:39,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
16-008586,2016-04,02/22/2016 21:00, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4545,QUEENS,71, ,:DOWNSTAIRS,4545,QUEENS,0,0
16-015412,2016-04,02/22/2016 22:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5740,CABANNE AVE,48, , ,5740,CABANNE,881387.9,1028684
16-019319,2016-04,02/23/2016 12:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",4447,SHAW AVE,13, , ,4447,SHAW,888792.3,1013691
16-017401,2016-04,02/23/2016 23:59,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5166,ENRIGHT AVE,51, ,VACANT RESIDENCE UNDER CONSTRUCTION,5166,ENRIGHT,886089.2,1026710
16-017833,2016-04,02/24/2015 14:10,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2846,OSAGE ST,16, , ,2846,OSAGE,896208.4,1001263
16-018563,2016-04,02/24/2016 13:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3305,FRANKLIN AVE,77, , ,3305,FRANKLIN,898673.6,1022154
16-015624,2016-04,02/25/2016 14:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3441,TENNESSEE AVE,30, , ,3441,TENNESSEE,894273.4,1005229
