Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-057965,2017-11,01/01/2017 08:00,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,5060,CHIPPEWA ST,7, , ,5060,CHIPPEWA,883428.8,1004284
17-001065,2017-11,01/06/2017 21:00, , , ,-1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2900,PRAIRIE,59, , ,919,JEFFERSON,0,0
17-001065,2017-11,01/06/2017 21:00, , , ,-1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2900,PRAIRIE,59, , ,919,JEFFERSON,0,0
17-004292,2017-11,01/26/2017 16:20, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,48,YMCA, , , ,0,0
16-004824,2017-11,01/30/2016 11:20, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5406,VIRGINIA,1, , ,5406,VIRGINIA,0,0
17-005402,2017-11,02/02/2017 08:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5305,NOTTINGHAM,7, , ,5305,NOTTINGHAM,0,0
17-057568,2017-11,02/15/2017 23:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4130,MANCHESTER AVE,39, , , , ,891242.2,1017398
17-008198,2017-11,02/20/2017 00:01, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4601,RIDGEWOOD,5, , ,4601,RIDGEWOOD,0,0
17-058452,2017-11,02/26/2007 00:01,Y, , ,1, ,175100,6,SEX OFFNS-SX MISCONDUCT/SUS<17&VIC 14-15/NO FO,4100,ST LOUIS AVE,56, , ,4100,ST LOUIS,0,0
17-054117,2017-11,03/01/2015 18:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,1200,UNION BLVD,48, ,@WALGREENS - 1225 UNION,1200,UNION,0,0
17-054676,2017-11,03/01/2017 13:48,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,342,HURCK ST,2, , ,342,HURCK,886864.1,987149.8
17-047698,2017-11,03/03/2017 09:00,Y, , ,1, ,179220,1,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,5000,TENNESSEE AVE,16, , ,5000,TENNESSEE,0,0
17-011024,2017-11,03/08/2017 16:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4262,MICHIGAN,17, , ,4262,MICHIGAN,0,0
17-054639,2017-11,03/30/2015 12:00,Y, , ,1, ,121000,3,EMBEZZLEMENT-VALUE OVER $150,2524,S 11TH ST,21, , ,2524,11TH,902995.5,1008549
17-055342,2017-11,04/01/2016 14:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5732,GOODFELLOW PL,50, , ,5732,GOODFELLOW,885129.9,1037450
17-058296,2017-11,04/01/2017 08:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4224,MARYLAND AVE,38, , ,4224,MARYLAND,891906.4,1022523
17-057820,2017-11,04/05/2011 09:21,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3705,OREGON AVE,19, , ,3705,OREGON,896623.8,1003210
17-024948,2017-11,04/17/2017 09:08,Y, , ,1, ,262100,2,PORNAGRAPHY-PROMOTING,4210,CASTLEMAN AVE,27, , ,4210,CASTLEMAN,890423.4,1013002
17-019083,2017-11,04/23/2017 05:00, , , ,-1, , 51211,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,3342,IOWA,30, , ,3342,IOWA,0,0
17-022195,2017-11,05/10/2017 11:43,Y, , ,1, , 10000,1,HOMICIDE,3649,WILMINGTON,3, , ,3653,WILMINGTON,0,0
17-022195,2017-11,05/10/2017 11:43,Y, , ,1, , 41203,1,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,3649,WILMINGTON,3, , ,3653,WILMINGTON,0,0
17-022195,2017-11,05/10/2017 11:43, , , ,-1, , 10000,1,HOMICIDE,3649,WILMINGTON,3, , ,3653,WILMINGTON,0,0
17-022195,2017-11,05/10/2017 11:43, , , ,1, , 41016,1,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3649,WILMINGTON,3, , ,3653,WILMINGTON,0,0
17-024198,2017-11,05/19/2017 19:00, , , ,-1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1316,RIPPLE,42, , ,3157,SUBLETTE,0,0
17-056974,2017-11,05/26/2017 17:30,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",1547,S THERESA AVE,31,SCHOOL - COLLEGIATE SCHOOL OF MEDIC, ,1547,THERESA,895305.9,1014367
17-025481,2017-11,05/26/2017 21:19,Y, , ,1, , 10000,1,HOMICIDE,4875,HAMBURG,4, , ,4875,HAMBURG,0,0
17-025481,2017-11,05/26/2017 21:19, , , ,-1, , 10000,1,HOMICIDE,4875,HAMBURG,4, , ,4875,HAMBURG,0,0
17-025481,2017-11,05/26/2017 21:19, , , ,1, , 41201,1,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,4875,HAMBURG,4, , ,4875,HAMBURG,0,0
17-054689,2017-11,06/01/2013 15:01,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5160,ENRIGHT AVE,51, , ,5160,ENRIGHT,886154.2,1026702
17-058574,2017-11,06/01/2015 14:40,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,1331,DEVLIN ST,41, , ,1331,DEVLIN,881080.9,1016664
17-027659,2017-11,06/07/2017 11:14,Y, , ,1, , 41201,1,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,5414,KINGSHIGHWAY,6, , ,5414,KINGSHIGHWAY,0,0
17-027659,2017-11,06/07/2017 11:14,Y, , ,1, , 41201,1,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,5414,KINGSHIGHWAY,6, , ,5414,KINGSHIGHWAY,0,0
17-027659,2017-11,06/07/2017 11:14,Y, , ,1, , 41201,1,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,5414,KINGSHIGHWAY,6, , ,5414,KINGSHIGHWAY,0,0
