Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-024541,2017-06,01/01/2007 00:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5000,AUBERT AVE,71, , ,5000,AUBERT,0,0
17-031801,2017-06,01/01/2009 12:28,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,1154,WALTON AVE,54, , ,1154,WALTON,889766.2,1028076
17-028791,2017-06,01/01/2012 00:01,Y, , ,1, ,175500,4,SEX OFFNS-SX MISCONDUCT/FIRST,1900,OLIVE ST,36, ,@HQ,1900,OLIVE,0,0
17-031759,2017-06,01/01/2012 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8433,LOWELL ST,74, , ,8433,LOWELL,897698.9,1049939
17-028681,2017-06,01/01/2013 09:26,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3556,TENNESSEE AVE,19, , ,3556,TENNESSEE,894328.8,1004379
17-017054,2017-06,01/01/2016 00:01, , , ,1, , 21000,3,RAPE -- FORCIBLE,3000,OHIO,30, , ,3000,OHIO,0,0
17-025159,2017-06,01/01/2016 12:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,4000,GILES AVE,16, , ,2700,MERAMEC,0,0
17-031573,2017-06,01/01/2017 06:00,Y, , ,1, ,115200,2,FRAUD-STEALING BY DECEIT/UNDER $150,4455,CHIPPEWA ST,15, , ,4455,CHIPPEWA,886324.4,1004245
17-031193,2017-06,01/01/2017 08:31,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,1117,S KINGSHIGHWAY BLVD,40, , ,1117,KINGSHIGHWAY,887331.9,1017673
17-001442,2017-06,01/03/2016 00:06,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CHOUTEAU AVE / S LEONOR K SULL,20, ,ALIAS LENOR K SULLIVAN/CHOUTEAU, , ,909369.4,1012916
17-028963,2017-06,01/15/2017 15:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",6431,BRADLEY AVE,9, , ,6431,BRADLEY,877596.7,1008975
17-026459,2017-06,01/30/2017 12:19,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12,U-HAUL, ,1641,KINGSHIGHWAY,886712.8,1014540
17-030149,2017-06,02/02/2017 09:00,Y, , ,1, ,115100,3,FRAUD-STEALING BY DECEIT/OVER $150,3639,VIRGINIA AVE,19, , ,3639,VIRGINIA,894721.6,1003845
17-032447,2017-06,02/09/2017 12:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,6151,LILLIAN AVE,76, , ,6151,LILLIAN,888093.3,1044266
17-031620,2017-06,02/11/2017 15:50,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2221,CHIPPEWA ST,18, , ,2221,CHIPPEWA,898840.6,1002411
