Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-005061,2017-01,01/01/2004 00:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5200,PAULIAN PL,52, , ,1200,PEGGY,0,0
17-000381,2017-01,01/01/2013 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8005,CHURCH RD,74, , ,8005,CHURCH,896781.8,1046993
17-001900,2017-01,01/01/2013 12:00,Y, , ,1, ,179210,5,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,5200,DR MARTIN LUTHER KING DR,51, , ,5200,DR MARTIN LUTHER KING,0,0
17-000294,2017-01,01/01/2016 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4931,MCPHERSON AVE,38, , ,4931,MCPHERSON,888212.5,1025308
17-002617,2017-01,01/01/2016 22:00,Y, , ,1, ,171200,6,SEX OFFNS-STATUATORY RAPE/FIRST,4300,E SACRAMENTO AVE,68, , ,4300,SACRAMENTO,0,0
17-000104,2017-01,01/01/2017 00:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2937,SULLIVAN AVE,59, , ,2937,SULLIVAN,901227.1,1028410
17-000008,2017-01,01/01/2017 00:01,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3326,BELL AVE,77,RENAISSANCE PLACE AT GRAND APARTMEN,RENAISSANCE PLACE AT GRAND APARTMENT,3326,BELL,898599.1,1022527
17-000055,2017-01,01/01/2017 00:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3834,N 23RD ST,65, , ,3834,23RD,903767.3,1029258
17-000107,2017-01,01/01/2017 00:01,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2317,ANN AVE,23,MCKINLEY HEIGHTS NEIGHBORHOOD, ,2317,ANN,900006,1011085
17-000071,2017-01,01/01/2017 00:01,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",4050,BAMBERGER AVE,16,SLACKER BAR & GRILL, , , ,891632.9,1001665
