Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-000601,2017-12,01/01/1998 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,3352,CLARA AVE,50, , ,3352,CLARA,886597.1,1036889
17-058893,2017-12,01/01/2014 05:07,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5900,PLYMOUTH AVE,48, , ,5900,PLYMOUTH,0,0
17-059136,2017-12,01/01/2016 00:01,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4429,KENNERLY AVE,57, , ,4429,KENNERLY,893715.7,1030363
17-062864,2017-12,01/01/2017 00:01,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4445,ELMBANK AVE,56, ,UPSTAIRS APARTMENT,4445,ELMBANK,894456.3,1032071
17-058907,2017-12,01/01/2017 13:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4501,LINDELL BLVD,38, , ,4501,LINDELL,889311,1023065
18-000313,2017-12,01/01/2017 17:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6324,MARDEL AVE,9, , , , ,878020.6,1005648
17-059185,2017-12,01/23/2017 09:29,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,6451,SOUTHWEST AVE,11, , ,6451,SOUTHWEST,878121,1012028
17-062934,2017-12,02/01/2017 21:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,3810,KEOKUK ST,16, , ,3810,KEOKUK,891497.8,1002535
17-063079,2017-12,02/17/2013 00:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,0,LEWIS PL,54, , ,0,LEWIS,0,0
17-063078,2017-12,03/01/2016 00:01,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",1532,MISSISSIPPI AVE,32, ,SINGLE FAMILY RESIDENCE,1532,MISSISSIPPI,902089.6,1013170
17-062953,2017-12,03/13/2017 22:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2112,SUBLETTE AVE,12, , ,2112,SUBLETTE,882944.3,1013251
17-063247,2017-12,04/11/2001 13:42,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,2840,EADS AVE,31, , ,2840,EADS,898246,1013649
17-023311,2017-12,04/12/2017 09:00, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4878,CARTER,69, , ,4878,CARTER,0,0
17-059618,2017-12,05/19/2017 12:00,Y, , ,1, ,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1611,LOCUST ST,36, , ,919,JEFFERSON,904969,1019199
18-000739,2017-12,05/22/2016 23:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,6300,OAKLAND AVE,42, , ,6300,OAKLAND,0,0
17-060377,2017-12,06/01/2017 00:01,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,6600,MARQUETTE AVE,9, , ,6600,MARQUETTE,0,0
17-059984,2017-12,06/01/2017 12:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1502,COCHRAN PL,62, , ,1502,COCHRAN,906256.9,1022439
17-060136,2017-12,06/01/2017 12:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5031,NORTHLAND AVE,52, , ,2711,UNION,889248.5,1032779
17-059830,2017-12,06/12/2017 14:20,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1315,HUGHES PL,41, , ,1315,HUGHES,882222.3,1016637
17-029925,2017-12,06/19/2017 18:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5084,MILENTZ,6, , ,5084,MILENTZ,0,0
17-060911,2017-12,06/20/2016 09:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4210,FOREST PARK AVE,38,EXTRA SPACE STORAGE, ,4210,FOREST PARK,891654.9,1020466
17-059427,2017-12,06/26/2017 08:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3400,CONNECTICUT ST,25, , ,3400,CONNECTICUT,0,0
17-059427,2017-12,06/26/2017 08:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3400,CONNECTICUT ST,25, , ,3400,CONNECTICUT,0,0
17-059456,2017-12,06/30/2017 17:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4109,ENRIGHT AVE,58, , ,4109,ENRIGHT,893880.6,1024494
18-000536,2017-12,07/01/2016 12:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,1400,OBEAR AVE,66, , ,1400,OBEAR,0,0
17-059950,2017-12,07/10/2017 07:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,5641,HANCOCK AVE,14, , ,5641,HANCOCK,881278.8,1007254
17-060709,2017-12,07/12/2017 13:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35, ,MARRIOT HOTEL-HERTZ CAR RENTAL,800,WASHINGTON,908187.4,1018534
17-060003,2017-12,07/15/2017 01:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,4743,LEDUC ST,55, , ,4743,LEDUC,890747.9,1030556
17-035312,2017-12,07/19/2017 10:00,Y, , ,1, ,262100,1,PORNAGRAPHY-PROMOTING,7205,EUGENE AVE,4, , ,7205,EUGENE,886717.4,991960.3
17-036788,2017-12,07/19/2017 14:00, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,74, , , , ,0,0
17-035597,2017-12,07/20/2017 20:40,Y, , ,1, , 41203,6,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,6177,LAURA AVE,76, , ,6100,LAURA,887982.3,1044664
17-035597,2017-12,07/20/2017 20:40,Y, , ,1, , 10000,6,HOMICIDE,6177,LAURA AVE,76, , ,6100,LAURA,887982.3,1044664
17-035597,2017-12,07/20/2017 20:40,Y, , ,1, , 41203,6,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,6177,LAURA AVE,76, , ,6100,LAURA,887982.3,1044664
17-035597,2017-12,07/20/2017 20:40, , , ,-1, , 10000,6,HOMICIDE,6177,LAURA AVE,76, , ,6100,LAURA,887982.3,1044664
17-061367,2017-12,07/27/2017 12:00,Y, , ,1, ,101000,4,FORGERY,3853,FOREST PARK AVE,37, , ,3851,FOREST PARK,894132.2,1020183
17-036778,2017-12,07/27/2017 15:01,Y, , ,1, , 83000,3,ARSON-KNOWINGLY BURNING/SUCCESS,2212,WINNEBAGO,18, , ,3739,JEFFERSON,0,0
17-060871,2017-12,07/29/2017 08:57,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2917,PESTALOZZI ST,25, , ,2917,PESTALOZZI,897047.1,1008603
17-060701,2017-12,07/31/2017 09:57,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4109,ENRIGHT AVE,58, , ,4109,ENRIGHT,893880.6,1024494
17-059449,2017-12,07/31/2017 09:57,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4109,ENRIGHT AVE,58, , ,4109,ENRIGHT,893880.6,1024494
18-000336,2017-12,08/01/2017 00:01,Y, , ,1, ,175500,1,SEX OFFNS-SX MISCONDUCT/FIRST,3800,OSCEOLA ST,16, , ,3800,OSCEOLA,0,0
17-059454,2017-12,08/05/2017 18:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1451,N KINGSHIGHWAY BLVD,51, , ,1451,KINGSHIGHWAY,888171.9,1030307
17-059452,2017-12,08/07/2017 18:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4490,WEST PINE BLVD,38, ,@WEST PINE APTS,4490,WEST PINE,889270.1,1022184
18-000609,2017-12,08/09/2017 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,4901,UNION BLVD,71, , ,4901,UNION,891567.3,1039846
17-059451,2017-12,08/09/2017 14:56,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4740,OLIVE ST,38, , ,4740,OLIVE,888936.6,1025517
17-039171,2017-12,08/09/2017 20:00, , , ,-1, , 51222,6,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,4442,BIRCHER,69, ,:DOWNSTAIRS / MULTI FAMILY HOME,4442,BIRCHER,0,0
17-039799,2017-12,08/13/2017 10:40, , , ,1, ,263120,6,OBSTRUCT GOVRN OP-FALSE REPORT,5203,BEACON,72, , ,5203,BEACON,0,0
17-039799,2017-12,08/13/2017 10:40, , , ,-1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5203,BEACON,72, , ,5203,BEACON,0,0
17-039979,2017-12,08/14/2017 11:43,Y, , ,1, ,183250,6,DRUGS-SALE/COCAINE,5400,N KINGSHIGHWAY BLVD,71, , ,5400,KINGSHIGHWAY,894790.6,1040096
17-060710,2017-12,08/15/2017 10:17,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35, ,MARRIOT HOTEL-HERTZ CAR RENTAL,800,WASHINGTON,908187.4,1018534
17-060424,2017-12,08/15/2017 19:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4036,S GRAND BLVD,16, , ,1915,OLIVE,893235.5,1001571
17-061631,2017-12,08/17/2017 07:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1510,CASS AVE,62, , ,1510,CASS,906647.9,1022689
15-043904,2017-12,08/18/2015 19:00, , , ,-1, , 69702,5,LARCENY-ALL OTHER UNDER $500,6115,PERSHING,46, , ,6115,PERSHING,0,0
17-060775,2017-12,08/26/2017 15:57,Y, , ,1, ,111110,3,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,2400,S JEFFERSON AVE,23, , ,2400,JEFFERSON,899570.5,1009779
17-058330,2017-12,08/30/2017 12:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4319,N NEWSTEAD AVE,69, , ,4319,NEWSTEAD,896869,1035552
17-062939,2017-12,09/01/2017 00:01,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1015,PARK AVE,34, , ,1015,PARK,905579.6,1012632
17-062497,2017-12,09/01/2017 00:01,Y, , ,1, , 44015,3,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,1015,PARK AVE,34, ,# E108,1015,PARK,905579.6,1012632
17-059605,2017-12,09/01/2017 07:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3220,NATURAL BRIDGE AVE,59, , ,3220,NATURAL BRIDGE,901372.1,1029400
17-059401,2017-12,09/01/2017 11:19,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,3512,N NEWSTEAD AVE,56, , ,3512,NEWSTEAD,895160.2,1032160
18-000631,2017-12,09/01/2017 15:32,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4038,N GRAND BLVD,67,DOLLAR GENERAL STORE,NUISANCE ABATEMENT PROPERTY,4038,GRAND,901867.4,1030898
17-044129,2017-12,09/06/2017 20:53,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3026,LACLEDE AVE,37, ,PARKING LOT,3026,LACLEDE,898759.6,1019061
17-060910,2017-12,09/07/2017 12:37,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1933,ARSENAL ST,22, , ,919,JEFFERSON,900622.1,1006551
17-060461,2017-12,09/10/2017 20:00,Y, , ,1, , 52322,6,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,1200,SWITZER AVE,86, , ,1200,SWITZER,895755.3,1047217
17-059379,2017-12,09/14/2017 13:32,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,5451,ARSENAL ST,13, , ,5451,ARSENAL,882750.7,1009768
18-000285,2017-12,09/15/2017 10:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1325,S GRAND BLVD,29,SLU HOSPITAL,@ST LOUIS UNIVERSITY HOSPITAL,1325,GRAND,894902.8,1015747
17-045591,2017-12,09/15/2017 13:35,Y, , ,1, ,261400,1,CONSPIRACY TO COMMIT CRIME,7604,MICHIGAN AVE,2,CARONDELET LEADERSHIP ACADEMY,CARONDELET LEADERSHIP ACADEMY,7604,MICHIGAN,888640.9,988708.4
17-061014,2017-12,09/17/2017 08:45,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,1925,ALLEN AVE,23, , ,919,JEFFERSON,901744.9,1011228
17-046037,2017-12,09/17/2017 23:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,711,EUCLID,53, , ,711,EUCLID,0,0
17-046634,2017-12,09/21/2017 19:00,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S BROADWAY / SPRUCE ST,35, , , , ,908420.1,1015664
17-060573,2017-12,09/26/2017 20:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1226,MELVIN E COLLINS WALK,61, ,NUISANCE ABATEMENT PROPERTY,1226,MELVIN E COLLINS,904278.9,1022088
17-047497,2017-12,09/27/2017 01:30, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,7004,NOTTINGHAM,9, , ,7004,NOTTINGHAM,0,0
17-060550,2017-12,09/27/2017 16:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1302,N 9TH,62,CAMBRIDGE HEIGHTS APARTMENTS,NUISANCE ABATEMENT PROPERTY,1302,N 9TH,0,0
17-059735,2017-12,09/27/2017 21:49,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3631,GRAVOIS AVE,15,WALGREENS, ,3631,GRAVOIS,893179.3,1004622
17-060592,2017-12,09/28/2017 00:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1401,CHAMBERS ST,63, ,NUISANCE ABATEMENT PROPERTY,728,BIDDLE,907457,1023890
17-062925,2017-12,09/28/2017 09:31,Y, , ,1, ,101000,2,FORGERY,60,HAMPTON VILLAGE PLZ,7, ,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479
17-060571,2017-12,09/28/2017 20:40,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,I 44 EASTBOUND / I 55 NORTHBOU,34, , ,1545,CARR,904663.2,1011499
17-059495,2017-12,10/01/2017 00:01,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,3800,FOLSOM AVE,29, , ,3800,FOLSOM,0,0
17-059915,2017-12,10/01/2017 00:01,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4542,NATURAL BRIDGE AVE,56, , ,4542,NATURAL BRIDGE,894139.1,1033390
17-063308,2017-12,10/01/2017 18:00,Y, , ,1, , 21000,0,RAPE -- FORCIBLE,0,UNKNOWN,0, , ,1900,OLIVE,0,0
17-061218,2017-12,10/01/2017 22:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,3400,LACLEDE AVE,37,GRAND FOREST APARTMENTS, ,1900,OLIVE,0,0
17-052195,2017-12,10/03/2017 08:00, , , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2923,JAMES COOL PAPA BELL,59, , ,2923,JAMES COOL PAPA BELL,0,0
17-052195,2017-12,10/03/2017 08:00, , , ,-1, , 51122,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,2923,JAMES COOL PAPA BELL,59, , ,2923,JAMES COOL PAPA BELL,0,0
18-000104,2017-12,10/03/2017 15:28,Y, , ,1, ,111110,5,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,6055,KINGSBURY AVE,46, , ,6055,KINGSBURY,878480.6,1026536
18-000595,2017-12,10/04/2017 00:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1436,N 16TH ST,61, ,NUISANCE ABATEMENT PROPERTY,1436,16TH,906255.6,1022433
17-049035,2017-12,10/04/2017 18:00, , , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,4600,CHIPPEWA,5, ,:@DISCOUNT SMOKE SHOP - CHIPPEWA,4600,CHIPPEWA,0,0
17-049035,2017-12,10/04/2017 18:00, , , ,-1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4600,CHIPPEWA,5, ,:@DISCOUNT SMOKE SHOP - CHIPPEWA,4600,CHIPPEWA,0,0
18-000604,2017-12,10/05/2017 18:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1522,AGNES AVE,65, ,NUISANCE ABATEMENT PROPERTY,1522,AGNES,905943.2,1028601
18-000592,2017-12,10/06/2017 01:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1450,CASS AVE,62, ,NUISANCE ABATEMENT PROPERTY,1450,CASS,906523.9,1021998
17-059529,2017-12,10/06/2017 01:25,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1205,LOCUST ST,35, ,CHRIST CHURCH CATHEDRAL, , ,906723.3,1018621
17-059529,2017-12,10/06/2017 01:25,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1205,LOCUST ST,35, ,CHRIST CHURCH CATHEDRAL, , ,906723.3,1018621
17-062941,2017-12,10/06/2017 11:10,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,1740,N EUCLID AVE,55, , ,1740,EUCLID,889716.3,1030854
17-062819,2017-12,10/06/2017 12:26,Y, , ,1, ,101000,2,FORGERY,5800,ARSENAL ST,13, , ,5800,ARSENAL,881487,1009813
18-000618,2017-12,10/07/2017 01:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,721,N TUCKER BLVD,36,TUCKER SHELL GAS STATION,NUISANCE ABATEMENT PROPERTY,721,TUCKER,906857.6,1019492
18-000585,2017-12,10/08/2017 12:55,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1409,N 14TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1409,14TH,906919.5,1022348
18-000626,2017-12,10/09/2017 19:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1944,N 14TH ST,63, ,NUISANCE ABATEMENT PROPERTY,1944,14TH,907461.9,1023892
17-058149,2017-12,10/10/2017 12:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,4800,FYLER AVE,15, , ,4800,FYLER,0,0
17-060569,2017-12,10/11/2017 01:36,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2207,ANGELICA ST,65, ,NUISANCE ABATEMENT PROPERTY,2207,ANGELICA,903313.7,1030698
17-049925,2017-12,10/11/2017 08:30,Y, , ,1, ,130000,0,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",10,Wallach dr,0, , ,10,Wallach dr,0,0
18-000742,2017-12,10/11/2017 10:37,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4014,UNION BLVD,70, , ,4014,UNION,890074.4,1037079
17-060418,2017-12,10/11/2017 14:45,Y, , ,1, ,115100,3,FRAUD-STEALING BY DECEIT/OVER $150,2832,PARK AVE,31, , ,2832,PARK,898438.6,1014281
18-000581,2017-12,10/11/2017 20:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1600,N 16TH ST,60, ,NUISANCE ABATEMENT PROPERTY,1600,16TH,906579.9,1023310
17-050154,2017-12,10/12/2017 08:00,Y, , ,1, ,183250,4,DRUGS-SALE/COCAINE,1915,OLIVE ST,36, ,@HEADQUARTERS,3651,GRAND,903703.7,1019090
17-050272,2017-12,10/12/2017 15:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5043,LOTUS,52, , ,5043,LOTUS,0,0
17-059444,2017-12,10/13/2017 00:01,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,1855,GRAVOIS AVE,23, , ,1855,GRAVOIS,901645.3,1010326
17-060644,2017-12,10/14/2017 00:01,Y, , ,1, ,204100,2,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4256,MAGNOLIA AVE,81,TOWER GROVE PARK, ,4256,MAGNOLIA,890086.2,1009696
18-000736,2017-12,10/14/2017 07:55,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3742,COTTAGE AVE,59, ,NUISANCE ABATEMENT PROPERTY,3742,COTTAGE,898407.4,1027015
