Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-008256,2017-03,01/01/1984 00:01,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,5100,KENSINGTON AVE,36, , ,1900,OLIVE,0,0
17-007427,2017-03,01/01/2002 13:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5400,MAPLE AVE,49, , ,5000,DELMAR,0,0
17-014231,2017-03,01/01/2003 00:01,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,5100,DURANT AVE,71,SIMONE OF CYRENE, ,5100,DURANT,0,0
17-012773,2017-03,01/01/2006 12:00,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,2113,MADISON ST,60, , ,2113,MADISON,904110.4,1024513
17-013173,2017-03,01/01/2010 08:00,Y, , ,1, ,121000,5,EMBEZZLEMENT-VALUE OVER $150,4921,PARKVIEW PL,38,COHEN EYE ASSOCIATES LIMITED, ,4921,PARKVIEW,888037.3,1021255
17-010723,2017-03,01/01/2014 08:00,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,4401,RIDGEWOOD AVE,5,CENTAUR BUILDING SERVICES,CENTAUR BUILDING SERVICES,4401,RIDGEWOOD,885645.9,1003579
17-013076,2017-03,01/01/2014 10:29,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,6437,NOTTINGHAM AVE,8, , ,6437,NOTTINGHAM,876808.6,1003017
17-013656,2017-03,01/01/2017 08:29,Y, , ,1, , 63601,3,"LARCENY-SHOPLIFT $500 - $24,999",2600,CHOUTEAU AVE,31, ,@QT - JEFFERSON / CHOUTEAU,2600,CHOUTEAU,900507.7,1015458
17-013667,2017-03,01/01/2017 10:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,906,RIVERVIEW BLVD,74, , ,906,RIVERVIEW,896740.5,1052737
17-010239,2017-03,01/01/2017 10:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",6301,CLAYTON AVE,42, , ,6301,CLAYTON,879794.1,1017870
17-012990,2017-03,01/01/2017 12:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5243,SOUTHWEST AVE,12,CHEAPY SMOKES, ,5231,SOUTHWEST,884432.8,1011566
17-010740,2017-03,01/01/2017 12:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2210,S 12TH ST,21, , ,2210,12TH,903095.3,1009744
17-012770,2017-03,01/01/2017 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5655,KINGSBURY AVE,47, , ,5655,KINGSBURY,881981.5,1026014
17-014168,2017-03,01/03/2017 12:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3120,NEBRASKA AVE,30, , ,3120,NEBRASKA,897162.4,1007449
17-014754,2017-03,01/03/2017 12:35,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4109,ENRIGHT AVE,58, , ,4109,ENRIGHT,893880.6,1024494
17-014756,2017-03,01/03/2017 16:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1408,N KINGSHIGHWAY BLVD,53, , ,1408,KINGSHIGHWAY,888420.4,1030180
17-011263,2017-03,01/03/2017 21:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1385,GOODFELLOW BLVD,78, , ,1385,GOODFELLOW,882480.6,1032554
17-014179,2017-03,01/05/2017 18:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3411,S JEFFERSON AVE,19, , ,3411,JEFFERSON,898532,1004867
17-000913,2017-03,01/06/2017 14:45,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1410,OHIO AVE,31, , ,1410,OHIO,899701.4,1014582
17-014753,2017-03,01/07/2017 09:57,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4399,FOREST PARK AVE,38, , ,4399,FOREST PARK,890245.9,1021299
17-009912,2017-03,01/07/2017 16:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5606,COTE BRILLIANTE AVE,50, ,STREET,5606,COTE BRILLIANTE,884491.6,1033501
17-011824,2017-03,01/07/2017 20:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3719,N EUCLID AVE,69, , ,3719,EUCLID,891964.5,1035004
17-003650,2017-03,01/08/2017 01:00,Y, , ,1, ,243300,4,DISORDERLY CONDUCT-OTHR DSTRB/UNNEC NOISE,1122,WASHINGTON AVE,35,COPIA, ,1122,WASHINGTON,907067.3,1018844
17-013301,2017-03,01/08/2017 20:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,904,LASALLE LN,34, , ,904,LASALLE,0,0
17-011826,2017-03,01/09/2017 13:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4053,COTTAGE AVE,56, , ,4053,COTTAGE,896546.4,1028255
17-010138,2017-03,01/10/2017 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4630,FARLIN AVE,69, , ,4630,FARLIN,894314.4,1034798
