Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-036556,2017-07,01/01/2002 13:40,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,620,WILMINGTON AVE,1, , ,620,WILMINGTON,891486.9,993809.7
17-036364,2017-07,01/01/2013 15:13,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,919,N JEFFERSON AVE,59, , ,919,JEFFERSON,902219.7,1021301
17-034387,2017-07,01/01/2017 00:01,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3540,ARKANSAS AVE,19, , ,3540,ARKANSAS,894024.5,1004575
17-037951,2017-07,01/01/2017 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4122,DRESSELL AVE,70, , ,4122,DRESSELL,885444.3,1040436
17-033635,2017-07,01/07/2017 12:41,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5705,THEODOSIA AVE,50, , ,5705,THEODOSIA,883910.6,1033654
17-035662,2017-07,01/08/2017 12:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,4000,DETONTY ST,27, , ,4000,DETONTY,892206.6,1013493
17-034149,2017-07,01/09/2017 15:20,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,2634,HAMPTON AVE,13, , ,2634,HAMPTON,880928.1,1011411
17-037405,2017-07,01/11/2015 09:43,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4527,PENNSYLVANIA AVE,17, , ,4527,PENNSYLVANIA,895105.3,997859.8
17-033639,2017-07,01/15/2017 18:20,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,2833,KNOX AVE,11, , ,2833,KNOX,879675.1,1011087
17-033638,2017-07,01/25/2017 10:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4201,WALSH ST,5, , ,4201,WALSH,887173.4,999785.5
17-033637,2017-07,01/29/2017 18:00,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5705,THEODOSIA AVE,50, , ,5705,THEODOSIA,883910.6,1033654
17-035879,2017-07,01/30/2017 18:30,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4515,CLARENCE AVE,68, , ,4515,CLARENCE,898214.5,1036199
17-036825,2017-07,02/07/2017 00:01,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4442,OLEATHA AVE,15,DUPLEX, ,4442,OLEATHA,886821.3,1005598
17-033972,2017-07,02/07/2017 09:10,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,5528,ROSA AVE,6, , ,5528,ROSA,880570.8,1000426
17-006979,2017-07,02/12/2017 22:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1800,PRESERVATION PL,62, ,1ST FL,1800,PRESERVATION,905376.7,1022408
17-008993,2017-07,02/24/2017 13:35,Y, , ,1, ,263199,3,OBSTRUCT GOVRN OP-OTHR UNSPEC OBSTR JUST,0,S GRAND BLVD / OSAGE ST,16, , , , ,893180.8,1001919
17-034199,2017-07,03/02/2017 17:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5913,S BROADWAY,1, , ,5913,BROADWAY,893260.5,992645.8
17-010983,2017-07,03/07/2017 02:30,Y, , ,1, , 82000,1,ARSON-2ND DEGREE/SUCCESS,4215,EICHELBERGER ST,5, , ,4215,EICHELBERGER,886882.6,999467
17-010783,2017-07,03/07/2017 15:31,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,ARLINGTON AVE / RIDGE AVE,78, , , , ,885172.3,1030986
17-035199,2017-07,03/09/2017 07:00,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,5500,MILENTZ AVE,6, , ,5500,MILENTZ,880801.9,999753
17-011349,2017-07,03/10/2017 15:00, , , ,-1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4361,WILCOX,5, , ,4361,WILCOX,0,0
17-034097,2017-07,03/13/2017 12:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,7410,HALL ST,79,CITY TOW, ,3703,GUSTINE,899571.8,1044964
17-012045,2017-07,03/15/2017 14:22,Y, , ,1, ,183250,4,DRUGS-SALE/COCAINE,1915,OLIVE ST,36, ,@HEADQUARTERS,537,SAINT LOUIS,903703.7,1019090
17-032350,2017-07,03/16/2017 08:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,965,HAMILTON AVE,48, , ,965,HAMILTON,880200,1029629
17-012215,2017-07,03/16/2017 12:15,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4923,FOUNTAIN AVE,53, ,SINGLE FAMILY,4923,FOUNTAIN,888555.9,1027839
17-034253,2017-07,03/20/2017 14:12,Y, , ,1, ,103000,3,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,1141,S 7TH ST,34, , ,1141,7TH,907125.4,1013672
