Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
17-007856,2017-02,01/01/2015 08:00,Y, , ,1, ,242000,1,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,3953,KINGSLAND CT,16, , ,3953,KINGSLAND,890686.1,1001784
17-009506,2017-02,01/01/2016 00:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,1400,BAYARD AVE,53, , ,1400,BAYARD,0,0
17-006283,2017-02,01/01/2017 00:01,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,1855,GRAVOIS AVE,23, , ,1855,GRAVOIS,901645.3,1010326
17-008250,2017-02,01/01/2017 00:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3326,BELL AVE,77, , ,3326,BELL,898599.1,1022527
17-007727,2017-02,01/01/2017 00:01,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,5500,S GRAND BLVD,1, , ,1900,OLIVE,0,0
17-008491,2017-02,01/01/2017 08:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1503,OFALLON ST,62, , ,1503,OFALLON,906412.4,1021783
17-005479,2017-02,01/01/2017 11:04,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,6108,SOUTHWEST AVE,11, , ,6108,SOUTHWEST,879747.1,1011399
17-006545,2017-02,01/01/2017 12:00,Y, , ,1, , 44025,6,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,4112,W LEE AVE,68, , ,4112,LEE,898414.6,1033358
17-008706,2017-02,01/01/2017 19:54,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,3706,MERAMEC ST,16, , ,3706,MERAMEC,892535.3,1001035
17-008263,2017-02,01/01/2017 22:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,816,DICKSON ST,62, , ,816,DICKSON,909042.6,1021637
17-000225,2017-02,01/02/2017 09:00,Y, , ,1, , 42014,1,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,8514,S BROADWAY,2, , ,8514,BROADWAY,887398.2,985848.3
17-009984,2017-02,01/02/2017 11:09,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2707,RAUSCHENBACH AVE,60,BLAIR SCHOOL APARTMENTS,NUISANCE ABATEMENT PROPERTY,2707,RAUSCHENBACH,904418.8,1025992
17-007276,2017-02,01/02/2017 17:04,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35,HERTS RENTAL, ,800,WASHINGTON,908187.4,1018534
17-008604,2017-02,01/02/2017 19:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1418,MORRISON LN,33, , ,1418,MORRISON,904161,1013608
